cycle,pangle,af,cmode
678,25.9,15.2041082,1.0,16.0
679,25.9333333,15.1964701,1.0,16.0
680,25.9666667,15.1888558,1.0,16.0
681,26.0,15.1812714,1.0,16.0
682,26.0333333,15.1737168,1.0,16.0
683,26.0666667,15.1661359,1.0,16.0
684,26.1,15.158513,1.0,16.0
685,26.1333333,15.1508568,1.0,16.0
686,26.1666667,15.1431809,1.0,16.0
687,26.2,15.1354952,1.0,16.0
688,26.2333333,15.1278118,1.0,16.0
689,26.2666667,15.1201385,1.0,16.0
690,26.3,15.1124861,1.0,16.0
691,26.3333333,15.1048624,1.0,16.0
692,26.3666667,15.0972772,1.0,16.0
693,26.4,15.089688,1.0,16.0
694,26.4333333,15.0820638,1.0,16.0
695,26.4666667,15.0744137,1.0,16.0
696,26.5,15.0667491,1.0,16.0
697,26.5333333,15.0590806,1.0,16.0
698,26.5666667,15.0514171,1.0,16.0
699,26.6,15.04377,1.0,16.0
700,26.6333333,15.0361468,1.0,16.0
701,26.6666667,15.0285573,1.0,16.0
702,26.7,15.0210066,1.0,16.0
703,26.7333333,15.0134789,1.0,16.0
704,26.7666667,15.0059219,1.0,16.0
705,26.8,14.9983447,1.0,16.0
706,26.8333333,14.9907547,1.0,16.0
707,26.8666667,14.9831657,1.0,16.0
708,26.9,14.9755855,1.0,16.0
709,26.9333333,14.9680254,1.0,16.0
710,26.9666667,14.9604894,1.0,16.0
711,27.0,14.9529906,1.0,16.0
712,27.0333333,14.9455354,1.0,16.0
713,27.0666667,14.9380554,1.0,16.0
714,27.1,14.9302865,1.0,16.0
715,27.1333333,14.922198,1.0,16.0
716,27.1666667,14.9138206,1.0,16.0
717,27.2,14.9051848,1.0,16.0
718,27.2333333,14.8963201,1.0,16.0
719,27.2666667,14.8872525,1.0,16.0
720,27.3,14.8780096,1.0,16.0
721,27.3333333,14.8686132,1.0,16.0
722,27.3666667,14.8590711,1.0,16.0
723,27.4,14.8493547,1.0,16.0
724,27.4333333,14.8394847,1.0,16.0
725,27.4666667,14.8294841,1.0,16.0
726,27.5,14.8193735,1.0,16.0
727,27.5333333,14.8091753,1.0,16.0
728,27.5666667,14.7989065,1.0,16.0
729,27.6,14.7885882,1.0,16.0
730,27.6333333,14.7782349,1.0,16.0
731,27.6666667,14.7678476,1.0,16.0
732,27.7,14.7574053,1.0,16.0
733,27.7333333,14.7469229,1.0,16.0
734,27.7666667,14.7364181,1.0,16.0
735,27.8,14.7259047,1.0,16.0
736,27.8333333,14.7153995,1.0,16.0
737,27.8666667,14.7049136,1.0,16.0
738,27.9,14.6944628,1.0,16.0
739,27.9333333,14.6840566,1.0,16.0
740,27.9666667,14.6736938,1.0,16.0
741,28.0,14.6633622,1.0,16.0
742,28.0333333,14.6530715,1.0,16.0
743,28.0666667,14.6428348,1.0,16.0
744,28.1,14.6326608,1.0,16.0
745,28.1333333,14.6225622,1.0,16.0
746,28.1666667,14.6125455,1.0,16.0
747,28.2,14.6026228,1.0,16.0
748,28.2333333,14.5927994,1.0,16.0
749,28.2666667,14.5830775,1.0,16.0
750,28.3,14.5734516,1.0,16.0
751,28.3333333,14.5639273,1.0,16.0
752,28.3666667,14.5545127,1.0,16.0
753,28.4,14.5452129,1.0,16.0
754,28.4333333,14.5360331,1.0,16.0
755,28.4666667,14.5269796,1.0,16.0
756,28.5,14.5180547,1.0,16.0
757,28.5333333,14.5092663,1.0,16.0
758,28.5666667,14.5006144,1.0,16.0
759,28.6,14.4921066,1.0,16.0
760,28.6333333,14.4837413,1.0,16.0
761,28.6666667,14.475526,1.0,16.0
762,28.7,14.4674594,1.0,16.0
763,28.7333333,14.4595483,1.0,16.0
764,28.7666667,14.4517916,1.0,16.0
765,28.8,14.4441952,1.0,16.0
766,28.8333333,14.4367578,1.0,16.0
767,28.8666667,14.4294846,1.0,16.0
768,28.9,14.4223744,1.0,16.0
769,28.9333333,14.4154323,1.0,16.0
770,28.9666667,14.4086697,1.0,16.0
771,29.0,14.4020973,1.0,16.0
772,29.0333333,14.3957138,1.0,16.0
773,29.0666667,14.3895202,1.0,16.0
774,29.1,14.3835161,1.0,16.0
775,29.1333333,14.3777004,1.0,16.0
776,29.1666667,14.3720744,1.0,16.0
777,29.2,14.3666353,1.0,16.0
778,29.2333333,14.3613857,1.0,16.0
779,29.2666667,14.3563217,1.0,16.0
780,29.3,14.3514534,1.0,16.0
781,29.3333333,14.3467973,1.0,16.0
782,29.3666667,14.3423589,1.0,16.0
783,29.4,14.338133,1.0,16.0
784,29.4333333,14.3341197,1.0,16.0
785,29.4666667,14.3303126,1.0,16.0
786,29.5,14.3267125,1.0,16.0
787,29.5333333,14.3233167,1.0,16.0
788,29.5666667,14.3201243,1.0,16.0
789,29.6,14.317129,1.0,16.0
790,29.6333333,14.3143323,1.0,16.0
791,29.6666667,14.3117547,1.0,16.0
792,29.7,14.3094071,1.0,16.0
793,29.7333333,14.3072818,1.0,16.0
794,29.7666667,14.3053751,1.0,16.0
795,29.8,14.3036866,1.0,16.0
796,29.8333333,14.3022129,1.0,16.0
797,29.8666667,14.3009484,1.0,16.0
798,29.9,14.2998873,1.0,16.0
799,29.9333333,14.2990292,1.0,16.0
800,29.9666667,14.298369,1.0,16.0
801,30.0,14.297894,1.0,16.0
802,30.0333333,14.2975676,1.0,16.0
803,30.0666667,14.2973867,1.0,16.0
804,30.1,14.2973491,1.0,16.0
805,30.1333333,14.2974562,1.0,16.0
806,30.1666667,14.2977048,1.0,16.0
807,30.2,14.2980967,1.0,16.0
808,30.2333333,14.2986304,1.0,16.0
809,30.2666667,14.2993066,1.0,16.0
810,30.3,14.3001224,1.0,16.0
811,30.3333333,14.3010799,1.0,16.0
812,30.3666667,14.3021907,1.0,16.0
813,30.4,14.3034616,1.0,16.0
814,30.4333333,14.3048888,1.0,16.0
815,30.4666667,14.306471,1.0,16.0
816,30.5,14.3082081,1.0,16.0
817,30.5333333,14.3100984,1.0,16.0
818,30.5666667,14.312139,1.0,16.0
819,30.6,14.3143273,1.0,16.0
820,30.6333333,14.3166636,1.0,16.0
821,30.6666667,14.3191457,1.0,16.0
822,30.7,14.3217632,1.0,16.0
823,30.7333333,14.3244916,1.0,16.0
824,30.7666667,14.3273303,1.0,16.0
825,30.8,14.3302792,1.0,16.0
826,30.8333333,14.3333391,1.0,16.0
827,30.8666667,14.3365092,1.0,16.0
828,30.9,14.3397904,1.0,16.0
829,30.9333333,14.3431819,1.0,16.0
830,30.9666667,14.3466844,1.0,16.0
831,31.0,14.3502974,1.0,16.0
832,31.0333333,14.3540206,1.0,16.0
833,31.0666667,14.3578517,1.0,16.0
834,31.1,14.3617898,1.0,16.0
835,31.1333333,14.3658347,1.0,16.0
836,31.1666667,14.3699864,1.0,16.0
837,31.2,14.3742448,1.0,16.0
838,31.2333333,14.3786097,1.0,16.0
839,31.2666667,14.3830808,1.0,16.0
840,31.3,14.387658,1.0,16.0
841,31.3333333,14.392341,1.0,16.0
842,31.3666667,14.3971293,1.0,16.0
843,31.4,14.4019964,1.0,16.0
844,31.4333333,14.4069217,1.0,16.0
845,31.4666667,14.411906,1.0,16.0
846,31.5,14.4169514,1.0,16.0
847,31.5333333,14.42206,1.0,16.0
848,31.5666667,14.4272336,1.0,16.0
849,31.6,14.4324739,1.0,16.0
850,31.6333333,14.4377827,1.0,16.0
851,31.6666667,14.4431614,1.0,16.0
852,31.7,14.4486114,1.0,16.0
853,31.7333333,14.4541134,1.0,16.0
854,31.7666667,14.459626,1.0,16.0
855,31.8,14.4651511,1.0,16.0
856,31.8333333,14.4706929,1.0,16.0
857,31.8666667,14.4762559,1.0,16.0
858,31.9,14.481844,1.0,16.0
859,31.9333333,14.4874611,1.0,16.0
860,31.9666667,14.4931112,1.0,16.0
861,32.0,14.4987979,1.0,16.0
862,32.0333333,14.5045248,1.0,16.0
863,32.0666667,14.5102258,1.0,16.0
864,32.1,14.5156731,1.0,16.0
865,32.1333333,14.5208369,1.0,16.0
866,32.1666667,14.5257433,1.0,16.0
867,32.2,14.5304168,1.0,16.0
868,32.2333333,14.534881,1.0,16.0
869,32.2666667,14.5391572,1.0,16.0
870,32.3,14.543267,1.0,16.0
871,32.3333333,14.5472301,1.0,16.0
872,32.3666667,14.5510511,1.0,16.0
873,32.4,14.5547081,1.0,16.0
874,32.4333333,14.5582171,1.0,16.0
875,32.4666667,14.561597,1.0,16.0
876,32.5,14.5648654,1.0,16.0
877,32.5333333,14.5680393,1.0,16.0
878,32.5666667,14.5711344,1.0,16.0
879,32.6,14.5741659,1.0,16.0
880,32.6333333,14.5771477,1.0,16.0
881,32.6666667,14.5800814,1.0,16.0
882,32.7,14.5829563,1.0,16.0
883,32.7333333,14.5857846,1.0,16.0
884,32.7666667,14.5885796,1.0,16.0
885,32.8,14.5913532,1.0,16.0
886,32.8333333,14.5941174,1.0,16.0
887,32.8666667,14.5968828,1.0,16.0
888,32.9,14.5996598,1.0,16.0
889,32.9333333,14.602458,1.0,16.0
890,32.9666667,14.6052659,1.0,16.0
891,33.0,14.6080613,1.0,16.0
892,33.0333333,14.6108529,1.0,16.0
893,33.0666667,14.613651,1.0,16.0
894,33.1,14.6164653,1.0,16.0
895,33.1333333,14.619305,1.0,16.0
896,33.1666667,14.6221786,1.0,16.0
897,33.2,14.6250942,1.0,16.0
898,33.2333333,14.6280593,1.0,16.0
899,33.2666667,14.6310558,1.0,16.0
900,33.3,14.6340523,1.0,16.0
901,33.3333333,14.6370556,1.0,16.0
902,33.3666667,14.6400738,1.0,16.0
903,33.4,14.643114,1.0,16.0
904,33.4333333,14.6461832,1.0,16.0
905,33.4666667,14.6492877,1.0,16.0
906,33.5,14.6524337,1.0,16.0
907,33.5333333,14.6556268,1.0,16.0
908,33.5666667,14.6588723,1.0,16.0
909,33.6,14.6621585,1.0,16.0
910,33.6333333,14.6654443,1.0,16.0
911,33.6666667,14.6687294,1.0,16.0
912,33.7,14.6720216,1.0,16.0
913,33.7333333,14.6753283,1.0,16.0
914,33.7666667,14.6786566,1.0,16.0
915,33.8,14.6820129,1.0,16.0
916,33.8333333,14.6854036,1.0,16.0
917,33.8666667,14.6888343,1.0,16.0
918,33.9,14.6923105,1.0,16.0
919,33.9333333,14.6958343,1.0,16.0
920,33.9666667,14.6993704,1.0,16.0
921,34.0,14.7028985,1.0,16.0
922,34.0333333,14.706425,1.0,16.0
923,34.0666667,14.7099574,1.0,16.0
924,34.1,14.713503,1.0,16.0
925,34.1333333,14.7170685,1.0,16.0
926,34.1666667,14.7206603,1.0,16.0
927,34.2,14.7242843,1.0,16.0
928,34.2333333,14.7279463,1.0,16.0
929,34.2666667,14.7316515,1.0,16.0
930,34.3,14.7353887,1.0,16.0
931,34.3333333,14.7391167,1.0,16.0
932,34.3666667,14.7428341,1.0,16.0
933,34.4,14.7465489,1.0,16.0
934,34.4333333,14.7502685,1.0,16.0
935,34.4666667,14.7539999,1.0,16.0
936,34.5,14.7577497,1.0,16.0
937,34.5333333,14.761524,1.0,16.0
938,34.5666667,14.7653287,1.0,16.0
939,34.6,14.7691693,1.0,16.0
940,34.6333333,14.7730481,1.0,16.0
941,34.6666667,14.77693,1.0,16.0
942,34.7,14.7807948,1.0,16.0
943,34.7333333,14.7846487,1.0,16.0
944,34.7666667,14.7884993,1.0,16.0
945,34.8,14.792354,1.0,16.0
946,34.8333333,14.7962194,1.0,16.0
947,34.8666667,14.800102,1.0,16.0
948,34.9,14.8040079,1.0,16.0
949,34.9333333,14.8079426,1.0,16.0
950,34.9666667,14.8119116,1.0,16.0
951,35.0,14.8159037,1.0,16.0
952,35.0333333,14.8198775,1.0,16.0
953,35.0666667,14.8238325,1.0,16.0
954,35.1,14.8277764,1.0,16.0
955,35.1333333,14.8317168,1.0,16.0
956,35.1666667,14.8356607,1.0,16.0
957,35.2,14.8396147,1.0,16.0
958,35.2333333,14.8435851,1.0,16.0
959,35.2666667,14.8475777,1.0,16.0
960,35.3,14.851598,1.0,16.0
961,35.3333333,14.8556479,1.0,16.0
962,35.3666667,14.8596923,1.0,16.0
963,35.4,14.8637119,1.0,16.0
964,35.4333333,14.8677132,1.0,16.0
965,35.4666667,14.8717039,1.0,16.0
966,35.5,14.8756911,1.0,16.0
967,35.5333333,14.8796818,1.0,16.0
968,35.5666667,14.8836825,1.0,16.0
969,35.6,14.8876991,1.0,16.0
970,35.6333333,14.8917376,1.0,16.0
971,35.6666667,14.8958031,1.0,16.0
972,35.7,14.8998827,1.0,16.0
973,35.7333333,14.9039354,1.0,16.0
974,35.7666667,14.9079631,1.0,16.0
975,35.8,14.9119737,1.0,16.0
976,35.8333333,14.9159747,1.0,16.0
977,35.8666667,14.9199732,1.0,16.0
978,35.9,14.9239759,1.0,16.0
979,35.9333333,14.9279891,1.0,16.0
980,35.9666667,14.9320188,1.0,16.0
981,36.0,14.9360705,1.0,16.0
982,36.0333333,14.9401423,1.0,16.0
983,36.0666667,14.9441968,1.0,16.0
984,36.1,14.9482215,1.0,16.0
985,36.1333333,14.9522234,1.0,16.0
986,36.1666667,14.9562105,1.0,16.0
987,36.2,14.96019,1.0,16.0
988,36.2333333,14.9641687,1.0,16.0
989,36.2666667,14.9681532,1.0,16.0
990,36.3,14.9721496,1.0,16.0
991,36.3333333,14.9761636,1.0,16.0
992,36.3666667,14.9802007,1.0,16.0
993,36.4,14.9842297,1.0,16.0
994,36.4333333,14.9882253,1.0,16.0
995,36.4666667,14.9921935,1.0,16.0
996,36.5,14.9961423,1.0,16.0
997,36.5333333,15.0000791,1.0,16.0
998,36.5666667,15.004011,1.0,16.0
999,36.6,15.0079446,1.0,16.0
1000,36.6333333,15.0118862,1.0,16.0
