cycle,pangle,af,cmode
822,30.7,15.1516134,1.0
823,30.7333333,15.1507394,1.0
824,30.7666667,15.1498865,1.0
825,30.8,15.1490617,1.0
826,30.8333333,15.1482713,1.0
827,30.8666667,15.1475216,1.0
828,30.9,15.1468182,1.0
829,30.9333333,15.1461664,1.0
830,30.9666667,15.1455714,1.0
831,31.0,15.1450378,1.0
832,31.0333333,15.1445642,1.0
833,31.0666667,15.1441173,1.0
834,31.1,15.1436848,1.0
835,31.1333333,15.1432725,1.0
836,31.1666667,15.1428873,1.0
837,31.2,15.1425353,1.0
838,31.2333333,15.1422224,1.0
839,31.2666667,15.1419541,1.0
840,31.3,15.1417357,1.0
841,31.3333333,15.141572,1.0
842,31.3666667,15.1414676,1.0
843,31.4,15.1413957,1.0
844,31.4333333,15.1413323,1.0
845,31.4666667,15.1412824,1.0
846,31.5,15.1412528,1.0
847,31.5333333,15.1412498,1.0
848,31.5666667,15.1412796,1.0
849,31.6,15.1413476,1.0
850,31.6333333,15.1414593,1.0
851,31.6666667,15.1416196,1.0
852,31.7,15.1418333,1.0
853,31.7333333,15.1420873,1.0
854,31.7666667,15.1423456,1.0
855,31.8,15.1426114,1.0
856,31.8333333,15.1428915,1.0
857,31.8666667,15.1431924,1.0
858,31.9,15.1435203,1.0
859,31.9333333,15.1438808,1.0
860,31.9666667,15.1442795,1.0
861,32.0,15.1447217,1.0
862,32.0333333,15.1452127,1.0
863,32.0666667,15.1456755,1.0
864,32.1,15.1458117,1.0
865,32.1333333,15.145572,1.0
866,32.1666667,15.1449897,1.0
867,32.2,15.1440963,1.0
868,32.2333333,15.1429218,1.0
869,32.2666667,15.1414943,1.0
870,32.3,15.1398406,1.0
871,32.3333333,15.137986,1.0
872,32.3666667,15.1359362,1.0
873,32.4,15.1336617,1.0
874,32.4333333,15.1311806,1.0
875,32.4666667,15.1285171,1.0
876,32.5,15.1256943,1.0
877,32.5333333,15.1227336,1.0
878,32.5666667,15.1196556,1.0
879,32.6,15.1164795,1.0
880,32.6333333,15.1132236,1.0
881,32.6666667,15.1098853,1.0
882,32.7,15.1064389,1.0
883,32.7333333,15.1029003,1.0
884,32.7666667,15.0992873,1.0
885,32.8,15.0956166,1.0
886,32.8333333,15.0919042,1.0
887,32.8666667,15.0881649,1.0
888,32.9,15.0844128,1.0
889,32.9333333,15.0806613,1.0
890,32.9666667,15.0769004,1.0
891,33.0,15.0731029,1.0
892,33.0333333,15.0692804,1.0
893,33.0666667,15.0654467,1.0
894,33.1,15.0616148,1.0
895,33.1333333,15.057797,1.0
896,33.1666667,15.0540047,1.0
897,33.2,15.0502486,1.0
898,33.2333333,15.0465391,1.0
899,33.2666667,15.0428632,1.0
900,33.3,15.0391911,1.0
901,33.3333333,15.0355316,1.0
902,33.3666667,15.0318947,1.0
903,33.4,15.0282898,1.0
904,33.4333333,15.0247254,1.0
905,33.4666667,15.0212097,1.0
906,33.5,15.0177505,1.0
907,33.5333333,15.0143548,1.0
908,33.5666667,15.0110295,1.0
909,33.6,15.0077667,1.0
910,33.6333333,15.0045308,1.0
911,33.6666667,15.0013222,1.0
912,33.7,14.9981494,1.0
913,33.7333333,14.9950205,1.0
914,33.7666667,14.9919432,1.0
915,33.8,14.9889245,1.0
916,33.8333333,14.9859711,1.0
917,33.8666667,14.9830894,1.0
918,33.9,14.9802852,1.0
919,33.9333333,14.9775619,1.0
920,33.9666667,14.9748892,1.0
921,34.0,14.9722489,1.0
922,34.0333333,14.9696472,1.0
923,34.0666667,14.9670916,1.0
924,34.1,14.9645891,1.0
925,34.1333333,14.9621464,1.0
926,34.1666667,14.9597697,1.0
927,34.2,14.9574648,1.0
928,34.2333333,14.9552371,1.0
929,34.2666667,14.9530918,1.0
930,34.3,14.9510201,1.0
931,34.3333333,14.9489852,1.0
932,34.3666667,14.9469857,1.0
933,34.4,14.9450287,1.0
934,34.4333333,14.9431212,1.0
935,34.4666667,14.9412695,1.0
936,34.5,14.9394797,1.0
937,34.5333333,14.9377573,1.0
938,34.5666667,14.9361077,1.0
939,34.6,14.9345358,1.0
940,34.6333333,14.9330441,1.0
941,34.6666667,14.9316018,1.0
942,34.7,14.9301901,1.0
943,34.7333333,14.9288145,1.0
944,34.7666667,14.9274818,1.0
945,34.8,14.9261984,1.0
946,34.8333333,14.9249701,1.0
947,34.8666667,14.9238027,1.0
948,34.9,14.9227015,1.0
949,34.9333333,14.9216712,1.0
950,34.9666667,14.9207165,1.0
951,35.0,14.9198279,1.0
952,35.0333333,14.9189687,1.0
953,35.0666667,14.9181374,1.0
954,35.1,14.9173409,1.0
955,35.1333333,14.9165858,1.0
956,35.1666667,14.9158779,1.0
957,35.2,14.9152231,1.0
958,35.2333333,14.9146267,1.0
959,35.2666667,14.9140936,1.0
960,35.3,14.9136285,1.0
961,35.3333333,14.9132331,1.0
962,35.3666667,14.9128762,1.0
963,35.4,14.9125402,1.0
964,35.4333333,14.9122305,1.0
965,35.4666667,14.9119537,1.0
966,35.5,14.9117159,1.0
967,35.5333333,14.911523,1.0
968,35.5666667,14.9113804,1.0
969,35.6,14.9112934,1.0
970,35.6333333,14.9112665,1.0
971,35.6666667,14.9113045,1.0
972,35.7,14.9113956,1.0
973,35.7333333,14.9115036,1.0
974,35.7666667,14.9116294,1.0
975,35.8,14.9117799,1.0
976,35.8333333,14.9119615,1.0
977,35.8666667,14.91218,1.0
978,35.9,14.9124413,1.0
979,35.9333333,14.9127506,1.0
980,35.9666667,14.9131128,1.0
981,36.0,14.9135326,1.0
982,36.0333333,14.9140081,1.0
983,36.0666667,14.9145061,1.0
984,36.1,14.9150153,1.0
985,36.1333333,14.9155416,1.0
986,36.1666667,14.9160916,1.0
987,36.2,14.9166715,1.0
988,36.2333333,14.9172871,1.0
989,36.2666667,14.9179439,1.0
990,36.3,14.9186469,1.0
991,36.3333333,14.9194009,1.0
992,36.3666667,14.9202106,1.0
993,36.4,14.9210481,1.0
994,36.4333333,14.921891,1.0
995,36.4666667,14.9227444,1.0
996,36.5,14.9236149,1.0
997,36.5333333,14.924509,1.0
998,36.5666667,14.9254325,1.0
999,36.6,14.926391,1.0
1000,36.6333333,14.9273898,1.0
