cycle,pangle,af,cmode
840,31.3,14.8928704,1.0
841,31.3333333,14.9061723,1.0
842,31.3666667,14.9196067,1.0
843,31.4,14.9331365,1.0
844,31.4333333,14.9467301,1.0
845,31.4666667,14.9603849,1.0
846,31.5,14.9741005,1.0
847,31.5333333,14.9878763,1.0
848,31.5666667,15.0017121,1.0
849,31.6,15.0156072,1.0
850,31.6333333,15.0295614,1.0
851,31.6666667,15.0435742,1.0
852,31.7,15.0576452,1.0
853,31.7333333,15.0717553,1.0
854,31.7666667,15.0858627,1.0
855,31.8,15.0999665,1.0
856,31.8333333,15.1140699,1.0
857,31.8666667,15.1281756,1.0
858,31.9,15.1422862,1.0
859,31.9333333,15.1564043,1.0
860,31.9666667,15.1705329,1.0
861,32.0,15.1846745,1.0
862,32.0333333,15.1988316,1.0
863,32.0666667,15.2129473,1.0
864,32.1,15.2268126,1.0
865,32.1333333,15.2403969,1.0
866,32.1666667,15.2537247,1.0
867,32.2,15.2668192,1.0
868,32.2333333,15.2797021,1.0
869,32.2666667,15.2923941,1.0
870,32.3,15.3049149,1.0
871,32.3333333,15.317283,1.0
872,32.3666667,15.3295055,1.0
873,32.4,15.3415701,1.0
874,32.4333333,15.3534912,1.0
875,32.4666667,15.3652857,1.0
876,32.5,15.3769696,1.0
877,32.5333333,15.3885582,1.0
878,32.5666667,15.4000656,1.0
879,32.6,15.4115056,1.0
880,32.6333333,15.4228907,1.0
881,32.6666667,15.4342122,1.0
882,32.7,15.4454392,1.0
883,32.7333333,15.4565827,1.0
884,32.7666667,15.4676563,1.0
885,32.8,15.4786728,1.0
886,32.8333333,15.4896442,1.0
887,32.8666667,15.5005819,1.0
888,32.9,15.5114966,1.0
889,32.9333333,15.5223984,1.0
890,32.9666667,15.5332731,1.0
891,33.0,15.5440904,1.0
892,33.0333333,15.5548595,1.0
893,33.0666667,15.5655916,1.0
894,33.1,15.5762976,1.0
895,33.1333333,15.5869875,1.0
896,33.1666667,15.5976708,1.0
897,33.2,15.6083564,1.0
898,33.2333333,15.6190527,1.0
899,33.2666667,15.6297442,1.0
900,33.3,15.6403992,1.0
901,33.3333333,15.6510252,1.0
902,33.3666667,15.6616305,1.0
903,33.4,15.6722228,1.0
904,33.4333333,15.6828093,1.0
905,33.4666667,15.6933967,1.0
906,33.5,15.7039915,1.0
907,33.5333333,15.7145997,1.0
908,33.5666667,15.725227,1.0
909,33.6,15.7358639,1.0
910,33.6333333,15.7464732,1.0
911,33.6666667,15.7570545,1.0
912,33.7,15.7676158,1.0
913,33.7333333,15.7781644,1.0
914,33.7666667,15.7887074,1.0
915,33.8,15.7992514,1.0
916,33.8333333,15.8098027,1.0
917,33.8666667,15.8203671,1.0
918,33.9,15.8309502,1.0
919,33.9333333,15.8415548,1.0
920,33.9666667,15.8521497,1.0
921,34.0,15.8627163,1.0
922,34.0333333,15.8732607,1.0
923,34.0666667,15.8837903,1.0
924,34.1,15.8943121,1.0
925,34.1333333,15.9048328,1.0
926,34.1666667,15.9153585,1.0
927,34.2,15.925895,1.0
928,34.2333333,15.9364479,1.0
929,34.2666667,15.9470224,1.0
930,34.3,15.9576094,1.0
931,34.3333333,15.9681717,1.0
932,34.3666667,15.9787082,1.0
933,34.4,15.9892263,1.0
934,34.4333333,15.9997331,1.0
935,34.4666667,16.0102352,1.0
936,34.5,16.0207388,1.0
937,34.5333333,16.03125,1.0
938,34.5666667,16.0417741,1.0
939,34.6,16.0523164,1.0
940,34.6333333,16.0628796,1.0
941,34.6666667,16.0734328,1.0
942,34.7,16.0839576,1.0
943,34.7333333,16.0944597,1.0
944,34.7666667,16.1049464,1.0
945,34.8,16.1154242,1.0
946,34.8333333,16.1258997,1.0
947,34.8666667,16.1363787,1.0
948,34.9,16.1468669,1.0
949,34.9333333,16.1573697,1.0
950,34.9666667,16.1678918,1.0
951,35.0,16.1784241,1.0
952,35.0333333,16.1889299,1.0
953,35.0666667,16.1994085,1.0
954,35.1,16.2098671,1.0
955,35.1333333,16.2203127,1.0
956,35.1666667,16.2307516,1.0
957,35.2,16.24119,1.0
958,35.2333333,16.2516335,1.0
959,35.2666667,16.2620876,1.0
960,35.3,16.2725573,1.0
961,35.3333333,16.2830445,1.0
962,35.3666667,16.2935187,1.0
963,35.4,16.3039627,1.0
964,35.4333333,16.3143824,1.0
965,35.4666667,16.3247846,1.0
966,35.5,16.3351761,1.0
967,35.5333333,16.3455629,1.0
968,35.5666667,16.355951,1.0
969,35.6,16.366346,1.0
970,35.6333333,16.3767529,1.0
971,35.6666667,16.3871767,1.0
972,35.7,16.3976062,1.0
973,35.7333333,16.4080058,1.0
974,35.7666667,16.418377,1.0
975,35.8,16.4287271,1.0
976,35.8333333,16.4390628,1.0
977,35.8666667,16.4493903,1.0
978,35.9,16.4597158,1.0
979,35.9333333,16.4700449,1.0
980,35.9666667,16.480383,1.0
981,36.0,16.490735,1.0
982,36.0333333,16.5010994,1.0
983,36.0666667,16.5114439,1.0
984,36.1,16.5217579,1.0
985,36.1333333,16.5320476,1.0
986,36.1666667,16.5423201,1.0
987,36.2,16.5525817,1.0
988,36.2333333,16.5628386,1.0
989,36.2666667,16.5730965,1.0
990,36.3,16.5833608,1.0
991,36.3333333,16.5936368,1.0
992,36.3666667,16.6039291,1.0
993,36.4,16.614211,1.0
994,36.4333333,16.6244611,1.0
995,36.4666667,16.6346847,1.0
996,36.5,16.6448889,1.0
997,36.5333333,16.6550801,1.0
998,36.5666667,16.6652645,1.0
999,36.6,16.675448,1.0
1000,36.6333333,16.685636,1.0
