cycle,pangle,af,cmode
420,46.3333333,16.7947535,1.0
421,46.4,16.7919049,1.0
422,46.4666667,16.788804,1.0
423,46.5333333,16.7854114,1.0
424,46.6,16.7817466,1.0
425,46.6666667,16.7778365,1.0
426,46.7333333,16.7737062,1.0
427,46.8,16.7693796,1.0
428,46.8666667,16.7648794,1.0
429,46.9333333,16.760227,1.0
430,47.0,16.7554425,1.0
431,47.0666667,16.7505208,1.0
432,47.1333333,16.7454304,1.0
433,47.2,16.7401887,1.0
434,47.2666667,16.7348162,1.0
435,47.3333333,16.7293317,1.0
436,47.4,16.7237535,1.0
437,47.4666667,16.7180984,1.0
438,47.5333333,16.7123827,1.0
439,47.6,16.7066215,1.0
440,47.6666667,16.7008017,1.0
441,47.7333333,16.6948911,1.0
442,47.8,16.6889034,1.0
443,47.8666667,16.6828547,1.0
444,47.9333333,16.6767601,1.0
445,48.0,16.670634,1.0
446,48.0666667,16.6644897,1.0
447,48.1333333,16.6583401,1.0
448,48.2,16.652197,1.0
449,48.2666667,16.6460446,1.0
450,48.3333333,16.6398485,1.0
451,48.4,16.6336194,1.0
452,48.4666667,16.6273698,1.0
453,48.5333333,16.621111,1.0
454,48.6,16.6148541,1.0
455,48.6666667,16.6086093,1.0
456,48.7333333,16.6023861,1.0
457,48.8,16.5961937,1.0
458,48.8666667,16.5900406,1.0
459,48.9333333,16.5839178,1.0
460,49.0,16.5777842,1.0
461,49.0666667,16.5716415,1.0
462,49.1333333,16.5655002,1.0
463,49.2,16.5593705,1.0
464,49.2666667,16.5532618,1.0
465,49.3333333,16.5471831,1.0
466,49.4,16.5411428,1.0
467,49.4666667,16.5351487,1.0
468,49.5333333,16.5292084,1.0
469,49.6,16.5233259,1.0
470,49.6666667,16.5174665,1.0
471,49.7333333,16.5116102,1.0
472,49.8,16.5057646,1.0
473,49.8666667,16.4999393,1.0
474,49.9333333,16.4941428,1.0
475,50.0,16.4883834,1.0
476,50.0666667,16.4826688,1.0
477,50.1333333,16.4770063,1.0
478,50.2,16.4714028,1.0
479,50.2666667,16.4658646,1.0
480,50.3333333,16.4603816,1.0
481,50.4,16.4549122,1.0
482,50.4666667,16.4494555,1.0
483,50.5333333,16.4440204,1.0
484,50.6,16.4386152,1.0
485,50.6666667,16.4332479,1.0
486,50.7333333,16.4279258,1.0
487,50.8,16.4226559,1.0
488,50.8666667,16.4174446,1.0
489,50.9333333,16.4122982,1.0
490,51.0,16.4072196,1.0
491,51.0666667,16.402174,1.0
492,51.1333333,16.3971406,1.0
493,51.2,16.3921263,1.0
494,51.2666667,16.3871393,1.0
495,51.3333333,16.3821872,1.0
496,51.4,16.3772774,1.0
497,51.4666667,16.3724167,1.0
498,51.5333333,16.3676114,1.0
499,51.6,16.3628677,1.0
500,36.6666667,16.3581911,1.0
501,20.0,16.3535707,1.0
502,20.0333333,16.3489653,1.0
503,20.0666667,16.3443741,1.0
504,20.1,16.3398053,1.0
505,20.1333333,16.3352666,1.0
506,20.1666667,16.3307653,1.0
507,20.2,16.3263081,1.0
508,20.2333333,16.3219015,1.0
509,20.2666667,16.3175514,1.0
510,20.3,16.3132636,1.0
511,20.3333333,16.30904,1.0
512,20.3666667,16.3048457,1.0
513,20.4,16.3006615,1.0
514,20.4333333,16.2964937,1.0
515,20.4666667,16.2923501,1.0
516,20.5,16.2882381,1.0
517,20.5333333,16.2841646,1.0
518,20.5666667,16.280136,1.0
519,20.6,16.2761584,1.0
520,20.6333333,16.2722376,1.0
521,20.6666667,16.2683788,1.0
522,20.7,16.2645691,1.0
523,20.7333333,16.2607681,1.0
524,20.7666667,16.2569773,1.0
525,20.8,16.2532048,1.0
526,20.8333333,16.249458,1.0
527,20.8666667,16.2457437,1.0
528,20.9,16.2420687,1.0
529,20.9333333,16.2384391,1.0
530,20.9666667,16.2348608,1.0
531,21.0,16.2313392,1.0
532,21.0333333,16.2278724,1.0
533,21.0666667,16.2244234,1.0
534,21.1,16.22098,1.0
535,21.1333333,16.2175491,1.0
536,21.1666667,16.2141384,1.0
537,21.2,16.2107548,1.0
538,21.2333333,16.2074052,1.0
539,21.2666667,16.2040958,1.0
540,21.3,16.2008325,1.0
541,21.3333333,16.1976209,1.0
542,21.3666667,16.1944663,1.0
543,21.4,16.191338,1.0
544,21.4333333,16.1882113,1.0
545,21.4666667,16.1850921,1.0
546,21.5,16.181988,1.0
547,21.5333333,16.1789063,1.0
548,21.5666667,16.1758537,1.0
549,21.6,16.1728366,1.0
550,21.6333333,16.169861,1.0
551,21.6666667,16.1669326,1.0
552,21.7,16.1640568,1.0
553,21.7333333,16.1612184,1.0
554,21.7666667,16.1583788,1.0
555,21.8,16.1555421,1.0
556,21.8333333,16.1527163,1.0
557,21.8666667,16.1499084,1.0
558,21.9,16.1471255,1.0
559,21.9333333,16.1443739,1.0
560,21.9666667,16.14166,1.0
561,22.0,16.13899,1.0
562,22.0333333,16.1363694,1.0
563,22.0666667,16.133716,1.0
564,22.1,16.1307308,1.0
565,22.1333333,16.1273711,1.0
566,22.1666667,16.123671,1.0
567,22.2,16.1196626,1.0
568,22.2333333,16.1153764,1.0
569,22.2666667,16.1108412,1.0
570,22.3,16.1060843,1.0
571,22.3333333,16.1011313,1.0
572,22.3666667,16.095986,1.0
573,22.4,16.0906145,1.0
574,22.4333333,16.0850364,1.0
575,22.4666667,16.0792767,1.0
576,22.5,16.073359,1.0
577,22.5333333,16.0673057,1.0
578,22.5666667,16.0611378,1.0
579,22.6,16.0548752,1.0
580,22.6333333,16.0485367,1.0
581,22.6666667,16.0421177,1.0
582,22.7,16.0355905,1.0
583,22.7333333,16.0289715,1.0
584,22.7666667,16.0222792,1.0
585,22.8,16.0155312,1.0
586,22.8333333,16.008744,1.0
587,22.8666667,16.0019331,1.0
588,22.9,15.9951132,1.0
589,22.9333333,15.9882981,1.0
590,22.9666667,15.9814752,1.0
591,23.0,15.9746162,1.0
592,23.0333333,15.9677334,1.0
593,23.0666667,15.9608413,1.0
594,23.1,15.9539535,1.0
595,23.1333333,15.947083,1.0
596,23.1666667,15.9402416,1.0
597,23.2,15.9334409,1.0
598,23.2333333,15.9266916,1.0
599,23.2666667,15.9199783,1.0
600,23.3,15.91327,1.0
601,23.3333333,15.9065761,1.0
602,23.3666667,15.8999076,1.0
603,23.4,15.8932743,1.0
604,23.4333333,15.8866856,1.0
605,23.4666667,15.8801503,1.0
606,23.5,15.8736767,1.0
607,23.5333333,15.8672725,1.0
608,23.5666667,15.860945,1.0
609,23.6,15.8546854,1.0
610,23.6333333,15.8484556,1.0
611,23.6666667,15.8422565,1.0
612,23.7,15.8360975,1.0
613,23.7333333,15.8299872,1.0
614,23.7666667,15.8239339,1.0
615,23.8,15.8179452,1.0
616,23.8333333,15.8120283,1.0
617,23.8666667,15.80619,1.0
618,23.9,15.8004367,1.0
619,23.9333333,15.7947717,1.0
620,23.9666667,15.7891623,1.0
621,24.0,15.7835898,1.0
622,24.0333333,15.7780605,1.0
623,24.0666667,15.7725828,1.0
624,24.1,15.7671623,1.0
625,24.1333333,15.7618055,1.0
626,24.1666667,15.7565204,1.0
627,24.2,15.7513118,1.0
628,24.2333333,15.7461875,1.0
629,24.2666667,15.7411508,1.0
630,24.3,15.7361929,1.0
631,24.3333333,15.731268,1.0
632,24.3666667,15.7263767,1.0
633,24.4,15.7215248,1.0
634,24.4333333,15.7167223,1.0
635,24.4666667,15.7119745,1.0
636,24.5,15.7072902,1.0
637,24.5333333,15.7026737,1.0
638,24.5666667,15.6981329,1.0
639,24.6,15.6936718,1.0
640,24.6333333,15.6892916,1.0
641,24.6666667,15.6849101,1.0
642,24.7,15.6804787,1.0
643,24.7333333,15.676005,1.0
644,24.7666667,15.6715014,1.0
645,24.8,15.6669796,1.0
646,24.8333333,15.6624492,1.0
647,24.8666667,15.6579219,1.0
648,24.9,15.6534052,1.0
649,24.9333333,15.6489105,1.0
650,24.9666667,15.6444434,1.0
651,25.0,15.6399799,1.0
652,25.0333333,15.6354242,1.0
653,25.0666667,15.6307744,1.0
654,25.1,15.6260421,1.0
655,25.1333333,15.6212445,1.0
656,25.1666667,15.6163923,1.0
657,25.2,15.6115004,1.0
658,25.2333333,15.6065783,1.0
659,25.2666667,15.6016394,1.0
660,25.3,15.5966922,1.0
661,25.3333333,15.5917418,1.0
662,25.3666667,15.586711,1.0
663,25.4,15.5815592,1.0
664,25.4333333,15.576298,1.0
665,25.4666667,15.570944,1.0
666,25.5,15.5655113,1.0
667,25.5333333,15.5600134,1.0
668,25.5666667,15.5544652,1.0
669,25.6,15.5488778,1.0
670,25.6333333,15.5432645,1.0
671,25.6666667,15.5376323,1.0
672,25.7,15.5319588,1.0
673,25.7333333,15.5261568,1.0
674,25.7666667,15.5202314,1.0
675,25.8,15.5141941,1.0
676,25.8333333,15.5080657,1.0
677,25.8666667,15.5018597,1.0
678,25.9,15.4955922,1.0
679,25.9333333,15.4892711,1.0
680,25.9666667,15.4829132,1.0
681,26.0,15.4765294,1.0
682,26.0333333,15.4701206,1.0
683,26.0666667,15.4636172,1.0
684,26.1,15.4570019,1.0
685,26.1333333,15.4502887,1.0
686,26.1666667,15.443495,1.0
687,26.2,15.4366308,1.0
688,26.2333333,15.4297121,1.0
689,26.2666667,15.4227516,1.0
690,26.3,15.4157638,1.0
691,26.3333333,15.408756,1.0
692,26.3666667,15.4017406,1.0
693,26.4,15.3946561,1.0
694,26.4333333,15.3874536,1.0
695,26.4666667,15.3801429,1.0
696,26.5,15.3727393,1.0
697,26.5333333,15.36526,1.0
698,26.5666667,15.3577188,1.0
699,26.6,15.3501294,1.0
700,26.6333333,15.3425011,1.0
701,26.6666667,15.3348502,1.0
702,26.7,15.3271855,1.0
703,26.7333333,15.3194885,1.0
704,26.7666667,15.3116942,1.0
705,26.8,15.303817,1.0
706,26.8333333,15.2958683,1.0
707,26.8666667,15.2878655,1.0
708,26.9,15.2798165,1.0
709,26.9333333,15.271739,1.0
710,26.9666667,15.2636402,1.0
711,27.0,15.2555362,1.0
712,27.0333333,15.2474321,1.0
713,27.0666667,15.2392618,1.0
714,27.1,15.230744,1.0
715,27.1333333,15.2218449,1.0
716,27.1666667,15.2125976,1.0
717,27.2,15.2030377,1.0
718,27.2333333,15.1931983,1.0
719,27.2666667,15.1831083,1.0
720,27.3,15.172799,1.0
721,27.3333333,15.1622947,1.0
722,27.3666667,15.1516047,1.0
723,27.4,15.1406951,1.0
724,27.4333333,15.1295891,1.0
725,27.4666667,15.1183123,1.0
726,27.5,15.1068883,1.0
727,27.5333333,15.0953422,1.0
728,27.5666667,15.0836934,1.0
729,27.6,15.071966,1.0
730,27.6333333,15.0601758,1.0
731,27.6666667,15.0483271,1.0
732,27.7,15.0363987,1.0
733,27.7333333,15.0244078,1.0
734,27.7666667,15.0123743,1.0
735,27.8,15.0003132,1.0
736,27.8333333,14.9882439,1.0
737,27.8666667,14.9761783,1.0
738,27.9,14.9641347,1.0
739,27.9333333,14.952123,1.0
740,27.9666667,14.9401491,1.0
741,28.0,14.928207,1.0
742,28.0333333,14.9163076,1.0
743,28.0666667,14.9044648,1.0
744,28.1,14.8926874,1.0
745,28.1333333,14.8809895,1.0
746,28.1666667,14.8693771,1.0
747,28.2,14.8578638,1.0
748,28.2333333,14.8464544,1.0
749,28.2666667,14.8351624,1.0
750,28.3,14.8239968,1.0
751,28.3333333,14.8129634,1.0
752,28.3666667,14.8020694,1.0
753,28.4,14.7913191,1.0
754,28.4333333,14.7807161,1.0
755,28.4666667,14.770267,1.0
756,28.5,14.7599716,1.0
757,28.5333333,14.7498388,1.0
758,28.5666667,14.7398659,1.0
759,28.6,14.7300722,1.0
760,28.6333333,14.7204834,1.0
761,28.6666667,14.7111114,1.0
762,28.7,14.7019501,1.0
763,28.7333333,14.693005,1.0
764,28.7666667,14.6842706,1.0
765,28.8,14.6757512,1.0
766,28.8333333,14.6674422,1.0
767,28.8666667,14.6593468,1.0
768,28.9,14.6514611,1.0
769,28.9333333,14.643791,1.0
770,28.9666667,14.6363856,1.0
771,29.0,14.6292802,1.0
772,29.0333333,14.6224695,1.0
773,29.0666667,14.6159483,1.0
774,29.1,14.6097116,1.0
775,29.1333333,14.6037523,1.0
776,29.1666667,14.5980681,1.0
777,29.2,14.5926499,1.0
778,29.2333333,14.5874974,1.0
779,29.2666667,14.5826014,1.0
780,29.3,14.5779869,1.0
781,29.3333333,14.5737199,1.0
782,29.3666667,14.5698102,1.0
783,29.4,14.5662434,1.0
784,29.4333333,14.5630134,1.0
785,29.4666667,14.5601073,1.0
786,29.5,14.5575192,1.0
787,29.5333333,14.5552375,1.0
788,29.5666667,14.5532566,1.0
789,29.6,14.5515662,1.0
790,29.6333333,14.5501654,1.0
791,29.6666667,14.5491142,1.0
792,29.7,14.5484513,1.0
793,29.7333333,14.5481646,1.0
794,29.7666667,14.5482415,1.0
795,29.8,14.5486713,1.0
796,29.8333333,14.5494417,1.0
797,29.8666667,14.5505416,1.0
798,29.9,14.5519566,1.0
799,29.9333333,14.5536818,1.0
800,29.9666667,14.5557073,1.0
801,30.0,14.5580461,1.0
802,30.0333333,14.5607516,1.0
803,30.0666667,14.5638282,1.0
804,30.1,14.5672632,1.0
805,30.1333333,14.5710432,1.0
806,30.1666667,14.5751534,1.0
807,30.2,14.5795829,1.0
808,30.2333333,14.5843172,1.0
809,30.2666667,14.5893474,1.0
810,30.3,14.5946642,1.0
811,30.3333333,14.6002638,1.0
812,30.3666667,14.6062072,1.0
813,30.4,14.6125306,1.0
814,30.4333333,14.6192225,1.0
815,30.4666667,14.6262682,1.0
816,30.5,14.6336518,1.0
817,30.5333333,14.6413592,1.0
818,30.5666667,14.6493793,1.0
819,30.6,14.6576995,1.0
820,30.6333333,14.6663081,1.0
821,30.6666667,14.6751934,1.0
822,30.7,14.6843628,1.0
823,30.7333333,14.6938501,1.0
824,30.7666667,14.7036492,1.0
825,30.8,14.7137466,1.0
826,30.8333333,14.7241302,1.0
827,30.8666667,14.734788,1.0
828,30.9,14.7457089,1.0
829,30.9333333,14.7568821,1.0
830,30.9666667,14.7682974,1.0
831,31.0,14.7799451,1.0
832,31.0333333,14.7918128,1.0
833,31.0666667,14.8038725,1.0
834,31.1,14.816108,1.0
835,31.1333333,14.8285126,1.0
836,31.1666667,14.8410802,1.0
837,31.2,14.8538052,1.0
838,31.2333333,14.8666819,1.0
839,31.2666667,14.8797053,1.0
