cycle,pangle,af,cmode
129,24.3,14.7,1.0,8.8
130,24.3333333,14.7,1.0,8.8
131,24.3666667,14.7,1.0,8.8
132,24.4,14.7,1.0,8.8
133,24.4333333,14.7,1.0,8.8
134,24.4666667,14.7,1.0,8.8
135,24.5,14.7,1.0,8.8
136,24.5333333,14.7,1.0,8.8
137,24.5666667,14.7,1.0,8.8
138,24.6,14.7,1.0,8.8
139,24.6333333,14.7,1.0,8.8
140,24.6666667,14.7,1.0,8.8
141,24.7,14.7,1.0,8.8
142,24.7333333,14.7,1.0,8.8
143,24.7666667,14.7,1.0,8.8
144,24.8,14.7,1.0,8.8
145,24.8333333,14.7,1.0,8.8
146,24.8666667,14.7,1.0,8.8
147,24.9,14.7,1.0,8.8
148,24.9333333,14.7,1.0,8.8
149,24.9666667,14.7,1.0,8.8
150,25.0,14.7,1.0,8.8
151,25.0333333,14.7,1.0,8.8
152,25.0666667,14.7,1.0,8.8
153,25.1,14.7,1.0,8.8
154,25.1333333,14.7,1.0,8.8
155,25.1666667,14.7,1.0,8.8
156,25.2,14.7,1.0,8.8
157,25.2333333,14.7,1.0,8.8
158,25.2666667,14.7,1.0,8.8
159,25.3,14.7,1.0,8.8
160,25.3333333,14.7,1.0,8.8
161,25.3666667,14.7,1.0,8.8
162,25.4,14.7,1.0,8.8
163,25.4333333,14.7,1.0,8.8
164,25.4666667,14.7,1.0,8.8
165,25.5,14.7,1.0,8.8
166,25.5333333,14.7,1.0,8.8
167,25.5666667,14.7,1.0,8.8
168,25.6,14.7,1.0,8.8
169,25.6333333,14.7,1.0,8.8
170,25.6666667,14.7,1.0,8.8
171,25.7,14.7,1.0,8.8
172,25.7333333,14.7,1.0,8.8
173,25.7666667,14.7,1.0,8.8
174,25.8,14.7,1.0,8.8
175,25.8333333,14.7,1.0,8.8
176,25.8666667,14.7,1.0,8.8
177,25.9,14.7,1.0,8.8
178,25.9333333,14.7,1.0,8.8
179,25.9666667,14.7,1.0,8.8
180,26.0,14.7,1.0,8.8
181,26.0333333,14.7,1.0,8.8
182,26.0666667,14.7,1.0,8.8
183,26.1,14.7,1.0,8.8
184,26.1333333,14.7,1.0,8.8
185,26.1666667,14.7,1.0,8.8
186,26.2,14.7,1.0,8.8
187,26.2333333,14.7,1.0,8.8
188,26.2666667,14.7,1.0,8.8
189,26.3,14.7,1.0,8.8
190,26.3333333,14.7,1.0,8.8
191,26.3666667,14.7,1.0,8.8
192,26.4,14.7,1.0,8.8
193,26.4333333,14.7,1.0,8.8
194,26.4666667,14.7,1.0,8.8
195,26.5,14.7,1.0,8.8
196,26.5333333,14.7,1.0,8.8
197,26.5666667,14.7,1.0,8.8
198,26.6,14.7,1.0,8.8
199,26.6333333,14.7,1.0,8.8
200,26.6666667,14.7,1.0,8.8
201,26.7,14.7,1.0,8.8
202,26.7333333,14.7,1.0,8.8
203,26.7666667,14.7,1.0,8.8
204,26.8,14.7,1.0,8.8
205,26.8333333,14.7,1.0,8.8
206,26.8666667,14.7,1.0,8.8
207,26.9,14.7,1.0,8.8
208,26.9333333,14.7,1.0,8.8
209,26.9666667,14.7,1.0,8.8
210,27.0,14.7,1.0,8.8
211,27.0333333,14.7,1.0,8.8
212,27.0666667,14.7,1.0,8.8
213,27.1,14.7,1.0,8.8
214,27.1333333,14.7,1.0,8.8
215,27.1666667,14.7,1.0,8.8
216,27.2,14.7,1.0,8.8
217,27.2333333,14.7,1.0,8.8
218,27.2666667,14.7,1.0,8.8
219,27.3,14.7,1.0,8.8
220,27.3333333,14.7,1.0,8.8
221,27.3666667,14.7,1.0,8.8
222,27.4,14.7,1.0,8.8
223,27.4333333,14.7,1.0,8.8
224,27.4666667,14.7,1.0,8.8
225,27.5,14.7,1.0,8.8
226,27.5333333,14.7,1.0,8.8
227,27.5666667,14.7,1.0,8.8
228,27.6,14.7,1.0,8.8
229,27.6333333,14.7,1.0,8.8
230,27.6666667,14.7,1.0,8.8
231,27.7,14.7,1.0,8.8
232,27.7333333,14.7,1.0,8.8
233,27.7666667,14.7,1.0,8.8
234,27.8,14.7,1.0,8.8
235,27.8333333,14.7,1.0,8.8
236,27.8666667,14.7,1.0,8.8
237,27.9,14.7,1.0,8.8
238,27.9333333,14.7,1.0,8.8
239,27.9666667,14.7,1.0,8.8
240,28.0,14.7,1.0,8.8
241,28.0333333,14.7,1.0,8.8
242,28.0666667,14.7,1.0,8.8
243,28.1,14.7,1.0,8.8
244,28.1333333,14.7,1.0,8.8
245,28.1666667,14.7,1.0,8.8
246,28.2,14.7,1.0,8.8
247,28.2333333,14.7,1.0,8.8
248,28.2666667,14.7,1.0,8.8
249,28.3,14.7,1.0,8.8
250,28.3333333,14.7,1.0,8.8
251,28.3666667,14.7,1.0,8.8
252,28.4,14.7,1.0,8.8
253,28.4333333,14.7,1.0,8.8
254,28.4666667,14.7,1.0,8.8
255,28.5,14.7,1.0,8.8
256,28.5333333,14.7,1.0,8.8
257,28.5666667,14.7,1.0,8.8
258,28.6,14.7,1.0,8.8
259,28.6333333,14.7,1.0,8.8
260,28.6666667,14.7,1.0,8.8
261,28.7,14.7,1.0,8.8
262,28.7333333,14.7,1.0,8.8
263,28.7666667,14.7,1.0,8.8
264,28.8,14.7,1.0,8.8
265,28.8333333,14.704638,1.0,8.8
266,28.8666667,14.7182005,1.0,8.8
267,28.9,14.740177,1.0,8.8
268,28.9333333,14.7700834,1.0,8.8
269,28.9666667,14.8074603,1.0,8.8
270,29.0,14.8518722,1.0,8.8
271,29.0333333,14.902906,1.0,8.8
272,29.0666667,14.9601701,1.0,8.8
273,29.1,15.0200144,1.0,8.8
274,29.1333333,15.0778795,1.0,8.8
275,29.1666667,15.1335511,1.0,8.8
276,29.2,15.1871335,1.0,8.8
277,29.2333333,15.2387263,1.0,8.8
278,29.2666667,15.2884245,1.0,8.8
279,29.3,15.336319,1.0,8.8
280,29.3333333,15.3824966,1.0,8.8
281,29.3666667,15.4270382,1.0,8.8
282,29.4,15.4699813,1.0,8.8
283,29.4333333,15.511378,1.0,8.8
284,29.4666667,15.5513029,1.0,8.8
285,29.5,15.5898291,1.0,8.8
286,29.5333333,15.6270261,1.0,8.8
287,29.5666667,15.6629606,1.0,8.8
288,29.6,15.6976959,1.0,8.8
289,29.6333333,15.7312929,1.0,8.8
290,29.6666667,15.7637992,1.0,8.8
291,29.7,15.7952113,1.0,8.8
292,29.7333333,15.8255629,1.0,8.8
293,29.7666667,15.8549085,1.0,8.8
294,29.8,15.8833009,1.0,8.8
295,29.8333333,15.9107903,1.0,8.8
296,29.8666667,15.9374249,1.0,8.8
297,29.9,15.96325,1.0,8.8
298,29.9333333,15.9883093,1.0,8.8
299,29.9666667,16.0126278,1.0,8.8
300,30.0,16.0361742,1.0,8.8
301,30.0333333,16.0589712,1.0,8.8
302,30.0666667,16.0810593,1.0,8.8
303,30.1,16.1024766,1.0,8.8
304,30.1333333,16.1232595,1.0,8.8
305,30.1666667,16.1434425,1.0,8.8
306,30.2,16.1630583,1.0,8.8
307,30.2333333,16.182138,1.0,8.8
308,30.2666667,16.2007112,1.0,8.8
309,30.3,16.2187953,1.0,8.8
310,30.3333333,16.2363504,1.0,8.8
311,30.3666667,16.2533734,1.0,8.8
312,30.4,16.2698926,1.0,8.8
313,30.4333333,16.2859366,1.0,8.8
314,30.4666667,16.3015325,1.0,8.8
315,30.5,16.3167059,1.0,8.8
316,30.5333333,16.3314811,1.0,8.8
317,30.5666667,16.3458811,1.0,8.8
318,30.6,16.3599277,1.0,8.8
319,30.6333333,16.3736417,1.0,8.8
320,30.6666667,16.3870016,1.0,8.8
321,30.7,16.3999645,1.0,8.8
322,30.7333333,16.4125496,1.0,8.8
323,30.7666667,16.4247794,1.0,8.8
324,30.8,16.436675,1.0,8.8
325,30.8333333,16.4482565,1.0,8.8
326,30.8666667,16.4595429,1.0,8.8
327,30.9,16.4705522,1.0,8.8
328,30.9333333,16.4813014,1.0,8.8
329,30.9666667,16.4918066,1.0,8.8
330,31.0,16.5020699,1.0,8.8
331,31.0333333,16.5120433,1.0,8.8
332,31.0666667,16.5217208,1.0,8.8
333,31.1,16.5311198,1.0,8.8
334,31.1333333,16.5402579,1.0,8.8
335,31.1666667,16.5491515,1.0,8.8
336,31.2,16.5578163,1.0,8.8
337,31.2333333,16.5662672,1.0,8.8
338,31.2666667,16.5745183,1.0,8.8
339,31.3,16.5825828,1.0,8.8
340,31.3333333,16.5904734,1.0,8.8
341,31.3666667,16.5981594,1.0,8.8
342,31.4,16.6056067,1.0,8.8
343,31.4333333,16.6128277,1.0,8.8
344,31.4666667,16.6198376,1.0,8.8
345,31.5,16.6266507,1.0,8.8
346,31.5333333,16.6332806,1.0,8.8
347,31.5666667,16.6397402,1.0,8.8
348,31.6,16.6460415,1.0,8.8
349,31.6333333,16.6521963,1.0,8.8
350,31.6666667,16.6582154,1.0,8.8
351,31.7,16.6640954,1.0,8.8
352,31.7333333,16.6697904,1.0,8.8
353,31.7666667,16.675296,1.0,8.8
354,31.8,16.6806254,1.0,8.8
355,31.8333333,16.6857915,1.0,8.8
356,31.8666667,16.6908067,1.0,8.8
357,31.9,16.6956824,1.0,8.8
358,31.9333333,16.7004298,1.0,8.8
359,31.9666667,16.7050591,1.0,8.8
360,32.0,16.7095804,1.0,8.8
361,32.0333333,16.7140026,1.0,8.8
362,32.0666667,16.7182904,1.0,8.8
363,32.1,16.722417,1.0,8.8
364,32.1333333,16.7263923,1.0,8.8
365,32.1666667,16.7302284,1.0,8.8
366,32.2,16.7339366,1.0,8.8
367,32.2333333,16.7375278,1.0,8.8
368,32.2666667,16.7410121,1.0,8.8
369,32.3,16.7443994,1.0,8.8
370,32.3333333,16.7476987,1.0,8.8
371,32.3666667,16.7509188,1.0,8.8
372,32.4,16.7540512,1.0,8.8
373,32.4333333,16.7570507,1.0,8.8
374,32.4666667,16.7599171,1.0,8.8
375,32.5,16.7626618,1.0,8.8
376,32.5333333,16.7652957,1.0,8.8
377,32.5666667,16.7678291,1.0,8.8
378,32.6,16.7702717,1.0,8.8
379,32.6333333,16.7726328,1.0,8.8
380,32.6666667,16.7749212,1.0,8.8
381,32.7,16.7771451,1.0,8.8
382,32.7333333,16.7793067,1.0,8.8
383,32.7666667,16.7813671,1.0,8.8
384,32.8,16.7833099,1.0,8.8
385,32.8333333,16.7851445,1.0,8.8
386,32.8666667,16.7868814,1.0,8.8
387,32.9,16.7885307,1.0,8.8
388,32.9333333,16.7901017,1.0,8.8
389,32.9666667,16.7916033,1.0,8.8
390,33.0,16.7930441,1.0,8.8
391,33.0333333,16.794432,1.0,8.8
392,33.0666667,16.7957745,1.0,8.8
393,33.1,16.7970441,1.0,8.8
394,33.1333333,16.7982085,1.0,8.8
395,33.1666667,16.7992757,1.0,8.8
396,33.2,16.8002558,1.0,8.8
397,33.2333333,16.8011586,1.0,8.8
398,33.2666667,16.8019932,1.0,8.8
399,33.3,16.8027683,1.0,8.8
400,33.3333333,16.8034922,1.0,8.8
401,33.3666667,16.8041727,1.0,8.8
402,33.4,16.804817,1.0,8.8
403,33.4333333,16.8054123,1.0,8.8
404,33.4666667,16.8059157,1.0,8.8
405,33.5,16.806331,1.0,8.8
406,33.5333333,16.8066682,1.0,8.8
407,33.5666667,16.8069367,1.0,8.8
408,33.6,16.8071454,1.0,8.8
409,33.6333333,16.807303,1.0,8.8
410,33.6666667,16.8074173,1.0,8.8
411,33.7,16.8074961,1.0,8.8
412,33.7333333,16.8075463,1.0,8.8
413,33.7666667,16.8074997,1.0,8.8
414,33.8,16.8070639,1.0,8.8
415,33.8333333,16.806184,1.0,8.8
416,33.8666667,16.8048953,1.0,8.8
417,33.9,16.8032322,1.0,8.8
418,33.9333333,16.8012268,1.0,8.8
419,33.9666667,16.7989097,1.0,8.8
420,34.0,16.7963093,1.0,8.8
421,34.0333333,16.793453,1.0,8.8
422,34.0666667,16.7903458,1.0,8.8
423,34.1,16.7869483,1.0,8.8
424,34.1333333,16.7832782,1.0,8.8
425,34.1666667,16.7793624,1.0,8.8
426,34.2,16.7752261,1.0,8.8
427,34.2333333,16.7708932,1.0,8.8
428,34.2666667,16.7663864,1.0,8.8
429,34.3,16.761727,1.0,8.8
430,34.3333333,16.7569354,1.0,8.8
431,34.3666667,16.7520077,1.0,8.8
432,34.4,16.7469109,1.0,8.8
433,34.4333333,16.7416628,1.0,8.8
434,34.4666667,16.7362834,1.0,8.8
435,34.5,16.7307919,1.0,8.8
436,34.5333333,16.7252064,1.0,8.8
437,34.5666667,16.7195438,1.0,8.8
438,34.6,16.7138205,1.0,8.8
439,34.6333333,16.7080514,1.0,8.8
440,34.6666667,16.7022254,1.0,8.8
441,34.7,16.6963086,1.0,8.8
442,34.7333333,16.6903145,1.0,8.8
443,34.7666667,16.6842592,1.0,8.8
444,34.8,16.6781578,1.0,8.8
445,34.8333333,16.6720246,1.0,8.8
446,34.8666667,16.6658732,1.0,8.8
447,34.9,16.6597163,1.0,8.8
448,34.9333333,16.6535657,1.0,8.8
449,34.9666667,16.6474077,1.0,8.8
450,35.0,16.6412058,1.0,8.8
451,35.0333333,16.6349707,1.0,8.8
452,35.0666667,16.628715,1.0,8.8
453,35.1,16.62245,1.0,8.8
454,35.1333333,16.6161867,1.0,8.8
455,35.1666667,16.6099352,1.0,8.8
456,35.2,16.6037054,1.0,8.8
457,35.2333333,16.5975062,1.0,8.8
458,35.2666667,16.5913462,1.0,8.8
459,35.3,16.5852173,1.0,8.8
460,35.3333333,16.5790784,1.0,8.8
461,35.3666667,16.5729302,1.0,8.8
462,35.4,16.5667834,1.0,8.8
463,35.4333333,16.560648,1.0,8.8
464,35.4666667,16.5545335,1.0,8.8
465,35.5,16.5484489,1.0,8.8
466,35.5333333,16.5424025,1.0,8.8
467,35.5666667,16.5364024,1.0,8.8
468,35.6,16.5304559,1.0,8.8
469,35.6333333,16.5245677,1.0,8.8
470,35.6666667,16.5187034,1.0,8.8
471,35.7,16.5128421,1.0,8.8
472,35.7333333,16.5069916,1.0,8.8
473,35.7666667,16.5011611,1.0,8.8
474,35.8,16.4953594,1.0,8.8
475,35.8333333,16.4895947,1.0,8.8
476,35.8666667,16.4838748,1.0,8.8
477,35.9,16.4782069,1.0,8.8
478,35.9333333,16.4725979,1.0,8.8
479,35.9666667,16.4670542,1.0,8.8
480,36.0,16.4615663,1.0,8.8
481,36.0333333,16.4560924,1.0,8.8
482,36.0666667,16.4506312,1.0,8.8
483,36.1,16.4451916,1.0,8.8
484,36.1333333,16.4397818,1.0,8.8
485,36.1666667,16.4344098,1.0,8.8
486,36.2,16.429083,1.0,8.8
487,36.2333333,16.4238083,1.0,8.8
488,36.2666667,16.4185923,1.0,8.8
489,36.3,16.4134411,1.0,8.8
490,36.3333333,16.408358,1.0,8.8
491,36.3666667,16.4033084,1.0,8.8
492,36.4,16.398271,1.0,8.8
493,36.4333333,16.3932527,1.0,8.8
494,36.4666667,16.3882617,1.0,8.8
495,36.5,16.3833056,1.0,8.8
496,36.5333333,16.3783917,1.0,8.8
497,36.5666667,16.3735268,1.0,8.8
498,36.6,16.3687174,1.0,8.8
499,36.6333333,16.3639695,1.0,8.8
500,36.6666667,16.3592887,1.0,8.8
501,20.0,16.3546646,1.0,8.8
502,20.0333333,16.3500558,1.0,8.8
503,20.0666667,16.3454612,1.0,8.8
504,20.1,16.3408889,1.0,8.8
505,20.1333333,16.3363468,1.0,8.8
506,20.1666667,16.3318419,1.0,8.8
507,20.2,16.3273813,1.0,8.8
508,20.2333333,16.3229712,1.0,8.8
509,20.2666667,16.3186176,1.0,8.8
510,20.3,16.3143263,1.0,8.8
511,20.3333333,16.3100994,1.0,8.8
512,20.3666667,16.3059021,1.0,8.8
513,20.4,16.3017149,1.0,8.8
514,20.4333333,16.2975441,1.0,8.8
515,20.4666667,16.2933976,1.0,8.8
516,20.5,16.2892827,1.0,8.8
517,20.5333333,16.2852062,1.0,8.8
518,20.5666667,16.2811747,1.0,8.8
519,20.6,16.2771942,1.0,8.8
520,20.6333333,16.2732704,1.0,8.8
521,20.6666667,16.2694088,1.0,8.8
522,20.7,16.2655964,1.0,8.8
523,20.7333333,16.2617928,1.0,8.8
524,20.7666667,16.2579995,1.0,8.8
525,20.8,16.2542245,1.0,8.8
526,20.8333333,16.2504751,1.0,8.8
527,20.8666667,16.2467584,1.0,8.8
528,20.9,16.243081,1.0,8.8
529,20.9333333,16.239449,1.0,8.8
530,20.9666667,16.2358683,1.0,8.8
531,21.0,16.2323444,1.0,8.8
532,21.0333333,16.2288752,1.0,8.8
533,21.0666667,16.2254241,1.0,8.8
534,21.1,16.2219785,1.0,8.8
535,21.1333333,16.2185455,1.0,8.8
536,21.1666667,16.2151327,1.0,8.8
537,21.2,16.2117472,1.0,8.8
538,21.2333333,16.2083956,1.0,8.8
539,21.2666667,16.2050842,1.0,8.8
540,21.3,16.2018191,1.0,8.8
541,21.3333333,16.1986057,1.0,8.8
542,21.3666667,16.1954493,1.0,8.8
543,21.4,16.1923191,1.0,8.8
544,21.4333333,16.1891907,1.0,8.8
545,21.4666667,16.1860697,1.0,8.8
546,21.5,16.182964,1.0,8.8
547,21.5333333,16.1798807,1.0,8.8
548,21.5666667,16.1768266,1.0,8.8
549,21.6,16.173808,1.0,8.8
550,21.6333333,16.1708311,1.0,8.8
551,21.6666667,16.1679013,1.0,8.8
552,21.7,16.1650241,1.0,8.8
553,21.7333333,16.1621844,1.0,8.8
554,21.7666667,16.1593432,1.0,8.8
555,21.8,16.1565052,1.0,8.8
556,21.8333333,16.1536781,1.0,8.8
557,21.8666667,16.150869,1.0,8.8
558,21.9,16.1480849,1.0,8.8
559,21.9333333,16.1453321,1.0,8.8
560,21.9666667,16.1426168,1.0,8.8
561,22.0,16.139945,1.0,8.8
562,22.0333333,16.1373223,1.0,8.8
563,22.0666667,16.1346658,1.0,8.8
564,22.1,16.1316768,1.0,8.8
565,22.1333333,16.1283138,1.0,8.8
566,22.1666667,16.1246111,1.0,8.8
567,22.2,16.1206007,1.0,8.8
568,22.2333333,16.1163132,1.0,8.8
569,22.2666667,16.1117773,1.0,8.8
570,22.3,16.1070202,1.0,8.8
571,22.3333333,16.1020675,1.0,8.8
572,22.3666667,16.0969229,1.0,8.8
573,22.4,16.0915523,1.0,8.8
574,22.4333333,16.0859756,1.0,8.8
575,22.4666667,16.0802178,1.0,8.8
576,22.5,16.0743024,1.0,8.8
577,22.5333333,16.0682517,1.0,8.8
578,22.5666667,16.0620867,1.0,8.8
579,22.6,16.0558275,1.0,8.8
580,22.6333333,16.0494926,1.0,8.8
581,22.6666667,16.0430774,1.0,8.8
582,22.7,16.0365544,1.0,8.8
583,22.7333333,16.02994,1.0,8.8
584,22.7666667,16.0232526,1.0,8.8
585,22.8,16.0165098,1.0,8.8
586,22.8333333,16.0097281,1.0,8.8
587,22.8666667,16.002923,1.0,8.8
588,22.9,15.9961092,1.0,8.8
589,22.9333333,15.9893004,1.0,8.8
590,22.9666667,15.9824839,1.0,8.8
591,23.0,15.9756314,1.0,8.8
592,23.0333333,15.9687554,1.0,8.8
593,23.0666667,15.9618703,1.0,8.8
594,23.1,15.9549897,1.0,8.8
595,23.1333333,15.9481265,1.0,8.8
596,23.1666667,15.9412928,1.0,8.8
597,23.2,15.9344999,1.0,8.8
598,23.2333333,15.9277584,1.0,8.8
599,23.2666667,15.9210528,1.0,8.8
600,23.3,15.9143525,1.0,8.8
601,23.3333333,15.9076667,1.0,8.8
602,23.3666667,15.9010064,1.0,8.8
603,23.4,15.8943814,1.0,8.8
604,23.4333333,15.8878012,1.0,8.8
605,23.4666667,15.8812745,1.0,8.8
606,23.5,15.8748096,1.0,8.8
607,23.5333333,15.8684142,1.0,8.8
608,23.5666667,15.8620957,1.0,8.8
609,23.6,15.8558449,1.0,8.8
610,23.6333333,15.8496238,1.0,8.8
611,23.6666667,15.8434336,1.0,8.8
612,23.7,15.8372835,1.0,8.8
613,23.7333333,15.8311823,1.0,8.8
614,23.7666667,15.825138,1.0,8.8
615,23.8,15.8191585,1.0,8.8
616,23.8333333,15.8132509,1.0,8.8
617,23.8666667,15.807422,1.0,8.8
618,23.9,15.801678,1.0,8.8
619,23.9333333,15.7960223,1.0,8.8
620,23.9666667,15.7904222,1.0,8.8
621,24.0,15.7848591,1.0,8.8
622,24.0333333,15.7793396,1.0,8.8
623,24.0666667,15.773872,1.0,8.8
624,24.1,15.7684637,1.0,8.8
625,24.1333333,15.7631218,1.0,8.8
626,24.1666667,15.7578531,1.0,8.8
627,24.2,15.7526637,1.0,8.8
628,24.2333333,15.7475595,1.0,8.8
629,24.2666667,15.7425461,1.0,8.8
630,24.3,15.7376135,1.0,8.8
631,24.3333333,15.7327227,1.0,8.8
632,24.3666667,15.7278729,1.0,8.8
633,24.4,15.7230716,1.0,8.8
634,24.4333333,15.7183263,1.0,8.8
635,24.4666667,15.7136437,1.0,8.8
636,24.5,15.7090304,1.0,8.8
637,24.5333333,15.7044923,1.0,8.8
638,24.5666667,15.700035,1.0,8.8
639,24.6,15.695664,1.0,8.8
640,24.6333333,15.6913815,1.0,8.8
641,24.6666667,15.6871548,1.0,8.8
642,24.7,15.6829644,1.0,8.8
643,24.7333333,15.6788163,1.0,8.8
644,24.7666667,15.6747176,1.0,8.8
645,24.8,15.6706751,1.0,8.8
646,24.8333333,15.6666953,1.0,8.8
647,24.8666667,15.6627841,1.0,8.8
648,24.9,15.6589471,1.0,8.8
649,24.9333333,15.6551895,1.0,8.8
650,24.9666667,15.6515163,1.0,8.8
651,25.0,15.6479171,1.0,8.8
652,25.0333333,15.6443531,1.0,8.8
653,25.0666667,15.6408231,1.0,8.8
654,25.1,15.6373345,1.0,8.8
655,25.1333333,15.6338941,1.0,8.8
656,25.1666667,15.6305084,1.0,8.8
657,25.2,15.6271833,1.0,8.8
658,25.2333333,15.6239246,1.0,8.8
659,25.2666667,15.6207375,1.0,8.8
660,25.3,15.617627,1.0,8.8
661,25.3333333,15.6145947,1.0,8.8
662,25.3666667,15.6116079,1.0,8.8
663,25.4,15.6086479,1.0,8.8
664,25.4333333,15.6057207,1.0,8.8
665,25.4666667,15.6028331,1.0,8.8
666,25.5,15.5999917,1.0,8.8
667,25.5333333,15.5972027,1.0,8.8
668,25.5666667,15.5944718,1.0,8.8
669,25.6,15.5918044,1.0,8.8
670,25.6333333,15.5892057,1.0,8.8
671,25.6666667,15.5866805,1.0,8.8
672,25.7,15.5842163,1.0,8.8
673,25.7333333,15.5817751,1.0,8.8
674,25.7666667,15.579358,1.0,8.8
675,25.8,15.5769722,1.0,8.8
676,25.8333333,15.5746243,1.0,8.8
677,25.8666667,15.5723208,1.0,8.8
678,25.9,15.5700675,1.0,8.8
679,25.9333333,15.56787,1.0,8.8
680,25.9666667,15.5657335,1.0,8.8
